label,n_sequences,total_residues,A_count,A_fraction,C_count,C_fraction,D_count,D_fraction,E_count,E_fraction,F_count,F_fraction,G_count,G_fraction,H_count,H_fraction,I_count,I_fraction,K_count,K_fraction,L_count,L_fraction,M_count,M_fraction,N_count,N_fraction,P_count,P_fraction,Q_count,Q_fraction,R_count,R_fraction,S_count,S_fraction,T_count,T_fraction,V_count,V_fraction,W_count,W_fraction,Y_count,Y_fraction
0,3000,53590,3753,0.07003172233625676,2383,0.04446725135286434,2763,0.05155812651614107,2549,0.04756484418734839,2533,0.04726628102257884,4557,0.08503452136592649,1060,0.01977980966598246,2747,0.05125956335137152,3039,0.05670834110841575,4374,0.08161970516887479,1485,0.02771039373017354,2255,0.042078746034707966,3051,0.05693226348199291,1892,0.03530509423399888,3080,0.05747340921813771,3542,0.06609442060085836,2610,0.04870311625303228,3333,0.06219443926105617,823,0.015357342787833551,1761,0.03286060832244822
1,4421,83550,6884,0.08239377618192699,3816,0.045673249551166965,1443,0.017271095152603232,1488,0.017809694793536803,4118,0.04928785158587672,7919,0.09478156792339916,1595,0.019090365050867746,5947,0.07117893476959904,10442,0.12497905445840814,9859,0.11800119688809096,968,0.011585876720526632,2328,0.027863554757630162,3651,0.043698384201077196,1575,0.018850987432675045,5858,0.07011370436864153,4258,0.05096349491322561,2909,0.03481747456612807,4951,0.05925792938360264,2224,0.026618791143028127,1317,0.015763016157989227
