epoch,generator_loss,critic_loss,amp_reward,toxicity_penalty,collagen_reward,diversity_reward,composition_penalty,low_complexity_penalty,repeated_motif_penalty,length_distribution_loss
34,-1.426419598252877,-1.2363482143567956,0.9135272541771764,0.04302675346843898,0.29785258160985034,0.5861071996066881,0.03227192697965581,0.006688142352251579,0.0250436098355314,0.07762919564771911
35,-1.4063800605742827,-1.2333946746328603,0.9154790698186211,0.04414436717153243,0.2874534509104231,0.5913523571646732,0.030431240118797057,0.006441978651665799,0.022440877115434927,0.08198905100479074
36,-1.4054997822512751,-1.2410512475863746,0.9123479315768117,0.044942218992535185,0.290057761999576,0.5875914245843887,0.031239063559990864,0.005837051557255504,0.023577589784627376,0.07805504190290104
37,-1.3759526986142863,-1.2296720147132874,0.9132465182439141,0.04137561378150206,0.2922184710269389,0.5901733708122502,0.03197332704439759,0.006229339941890667,0.025804521971503677,0.07771329365103789
38,-1.3749325255984846,-1.2351387065389883,0.910802041058955,0.045985231925126005,0.2897229976952076,0.5884845412295797,0.03177594128267273,0.0056216210511553545,0.024593195523661765,0.08660767431897314
39,-1.3505918960208478,-1.2320402834726416,0.9104104404864104,0.04499600893493904,0.2904548917127692,0.5915977663320043,0.03239938850595575,0.006350639787421603,0.02621457616434149,0.08244310282980619
40,-1.3661902786596962,-1.2251050783240276,0.9050244773211686,0.04409882483963409,0.29305395338198414,0.5885900544083636,0.02998874713059353,0.005946464811289764,0.02641820400426893,0.08423176063629596
41,-1.3631411207758861,-1.2231606931790062,0.907072505225306,0.04177280866702938,0.2954475967132527,0.5888301121151965,0.032624704317878124,0.005926782862566735,0.025904512539020052,0.08404026156210381
42,-1.3619766552811083,-1.2244107347467672,0.9071812843498976,0.04694781012063765,0.28656884784931724,0.5894078359655712,0.031446720665806664,0.005274257450566992,0.02584243020164254,0.08152817086438122
43,-1.3457103676122169,-1.2294663955336032,0.9084855033003766,0.041643373931393675,0.28902086275427236,0.5903309596621472,0.03215572059802387,0.005696415739214938,0.02669015855771368,0.08614692666932293
44,-1.3956459132225618,-1.231542407170586,0.9054243609957073,0.047298114645578294,0.2795075953978559,0.5903852096070414,0.031444785114296755,0.005205684118782697,0.025107755528196045,0.08815836341565718
45,-1.3791041283503822,-1.216805822175482,0.904527234642402,0.050615704213471516,0.28973498827089433,0.5901302993297577,0.03149461516422098,0.006471498935159458,0.02917356663586005,0.08380165785227132
46,-1.3746240735054016,-1.224310973416204,0.9056605800338413,0.04747369234531146,0.28660519858417305,0.5854951434809229,0.03297373718258156,0.005741724754562197,0.028123546406910147,0.08410759699409423
47,-1.3708447975956874,-1.22445315381755,0.9014114653286727,0.04639435593929628,0.2887115031480789,0.5902233946582546,0.03210460311611709,0.005502622529013973,0.027028153012709125,0.08647945604246596
48,-1.373038388464762,-1.227084289426389,0.9061864109142966,0.04443480647371515,0.28716932172360626,0.5875358575064203,0.03459639952558538,0.0058591651993439246,0.026853243557169386,0.08441068211813336
49,-1.366712211266808,-1.2249715172726174,0.9028647282849187,0.04335044546093306,0.2867127506305342,0.592407200647437,0.031825969198151775,0.006213279496675924,0.028449659903898188,0.08670659278236005
50,-1.380848362394001,-1.2290808597336644,0.903917727910954,0.043454274646532925,0.2789232133199339,0.5899776848761932,0.03249649584050412,0.0056723639642333856,0.025744015037122626,0.08796783803921679
51,-1.4029522771420686,-1.22570338845253,0.9050034958383312,0.04197742576386942,0.29872690044019534,0.5882703474034434,0.03394940485367957,0.006475519232006501,0.030496157229999484,0.09097008204654507
52,-1.3746911967578141,-1.2268028259277344,0.9032588620548663,0.040390923619270325,0.2889511758542579,0.5872931843218596,0.034901786534844534,0.005792606996534311,0.028119607079450205,0.09296004385080027
53,-1.4018302274786907,-1.229125438824944,0.9051880460718403,0.05029391497373581,0.28937794770235603,0.5908808973820313,0.032909667767260384,0.00606241803008901,0.029105962638783713,0.09370019145147956
54,-1.4158270009185956,-1.2241473301597263,0.9026523996954379,0.04870381109092547,0.28749997832852864,0.5875338788913644,0.032987043403251017,0.00573169172781965,0.028249788948375244,0.09043393571577642
55,-1.3746007726244305,-1.2270237272200377,0.9034053605535756,0.052526093806828496,0.2843700796365738,0.5882747140915497,0.034560944095415914,0.005608566383750219,0.028059296795855396,0.09314189822939427
56,-1.3954555975354237,-1.2205002100571343,0.9016900593819825,0.04249851340832918,0.29590402187212655,0.5853664175323818,0.03387500546143755,0.006258082930403559,0.029500399473244728,0.09588446638182453
57,-1.3664305559966876,-1.2273072263468867,0.8981567394474278,0.04605977408304487,0.29698522972024005,0.5854683583197386,0.035032242151868086,0.006056481127060302,0.030106664453025744,0.09707266833309246
58,-1.3866957166920537,-1.2305662813393965,0.9008107561132183,0.05068406726881538,0.2903653835148915,0.5861492869646653,0.03482265569998518,0.00660112221300116,0.02965981630689424,0.0920740450610933
59,-1.370661506186361,-1.2263595954231594,0.9009788101134093,0.0500544480189843,0.2928680681987949,0.5889825607123582,0.03311731449692794,0.00613639852963388,0.029032859890519278,0.09471184792725937
60,-1.3866511648115905,-1.2278655132521754,0.903778846497121,0.043119376747990434,0.29779522007574205,0.5894986604866774,0.03501595726803593,0.006065098148689646,0.03053934905556557,0.09163284317954727
61,-1.4341203751771345,-1.2372707620910977,0.898608319785284,0.04878983153637661,0.2898799639357173,0.5877704898948255,0.0332258005383546,0.005470408627803883,0.029449551872423162,0.09332387598798327
62,-1.4358277307904286,-1.229321389094643,0.9020112966713698,0.04841881498451466,0.2914486396247926,0.5856115124795748,0.03387738043523353,0.005811450314586577,0.028700271509992686,0.08996404019062934
63,-1.4062999486923218,-1.2398494987384132,0.9015178771122642,0.04159164819461496,0.2992052126513875,0.5876705944538116,0.035044390809438795,0.0069434457893847775,0.03181126516352853,0.09022684452002463
64,-1.4201685254988463,-1.2295261517814968,0.9032642854296643,0.046795812354463596,0.2972423738759497,0.5835899859666824,0.03536029660102466,0.006655357074518891,0.02943496761398147,0.09093653353983941
65,-1.4016851873501488,-1.2284999269506205,0.9019925017719683,0.046331963365209165,0.29780080120848573,0.5884384785009467,0.03269686009329946,0.006370123465666952,0.03119973864649301,0.09645351767539978
66,-1.4277460173420284,-1.2254308086374532,0.9025906019884608,0.049071358618043036,0.29054279981747916,0.588228214694106,0.03475220711982768,0.005686007100967286,0.02888534486334285,0.08698527786232856
67,-1.4465319825255352,-1.231615354185519,0.9033379924038182,0.053760694542332836,0.2890469117656998,0.5876446975314099,0.0347143250072132,0.00606042428104126,0.028941454011541995,0.08646268506898828
68,-1.4462108093759287,-1.2305628048337025,0.9008977659370588,0.047775086228047374,0.3000095901281937,0.584760113902714,0.03602708092607234,0.0066694703621222925,0.03276571252828707,0.0876843269671435
69,-1.427194408748461,-1.2360537518625674,0.8992371915475182,0.04991410365429423,0.29881765984970593,0.5851338155891584,0.03458111472022922,0.006475619662998487,0.03173941407231209,0.09977176850256712
70,-1.4508874118328094,-1.2319963250471198,0.9027137497197026,0.050042989653656667,0.2987117232835811,0.5870377991510474,0.034332892341215324,0.006413579493275155,0.03236101824871224,0.09228759020081033
71,-1.4707621970902318,-1.2336748747721962,0.9004772454500198,0.04912909284315031,0.2905611684140952,0.5868100627608921,0.03579013592199139,0.006674142306387101,0.03048383097326302,0.08937190606704225
72,-1.4566966800586036,-1.2419031975061998,0.897667628267537,0.04913936814536219,0.29722629487514496,0.5898694946714069,0.034125015686225633,0.006286818159582174,0.031148946641579918,0.1063396942437343
73,-1.474491325409516,-1.2349205924117046,0.899504876655081,0.04872963031875375,0.3019883945260359,0.5868854658759158,0.033874870348802724,0.0064935138519934335,0.03211825600136881,0.0999820442546321
74,-1.509185113336729,-1.2392692462257717,0.9011713564395905,0.050669858272632824,0.2961999024062053,0.5833747697913129,0.03706144901883343,0.006982163070579586,0.03296673207786744,0.09698949195444584
75,-1.499767155750938,-1.2417508415553882,0.8988292489362799,0.05260360273330108,0.3013654343135979,0.5878356047298597,0.03657226788851878,0.006591850289386575,0.03335810000198367,0.09746092865648477
76,-1.5049008973266766,-1.2406120987042137,0.9006990498822668,0.05291241445355927,0.30190272629261017,0.5884932577610016,0.03511180447252548,0.00675734979323233,0.032941554399693145,0.09627593142668837
77,-1.5244510134925013,-1.2395666552626567,0.8952871574007947,0.04696492193793149,0.2978701244877732,0.5854003312795059,0.03416877715726909,0.007414725173831634,0.034444707233215806,0.10112296166303365
78,-1.5532016793022985,-1.238422719032868,0.8999210920022882,0.049202285818350705,0.30331862782654556,0.5837046750213789,0.037311076642135566,0.0069729403552153835,0.03176406188867986,0.09475582858304614
79,-1.5780586457770804,-1.245108292154644,0.9053571399139322,0.04917498731621257,0.2944395167996054,0.5841158025938532,0.038233298160459686,0.005978982419828358,0.02973301247086214,0.09730921604711076
80,-1.5846274287804314,-1.2454271523848823,0.8993802375119665,0.05061816400848329,0.2907789396527021,0.5863619148731232,0.03452441934496164,0.006283920450621973,0.03103373331301238,0.10146854028267704
81,-1.5740722534449205,-1.2406975834265999,0.9013460382171299,0.051243535404943905,0.3068945943985296,0.5882969803136328,0.03633910710113528,0.0072169305614965115,0.03537960382907287,0.09491927589735259
82,-1.556749155987864,-1.2470056855160256,0.9015957713127136,0.04760021785193164,0.2959441471359004,0.5882808540178381,0.03425456049001735,0.0063472337838586254,0.032381458461041686,0.09554966607981402
83,-1.5805161880410237,-1.2450278038563936,0.9025804821563803,0.05066802706974356,0.2987350134745888,0.5877805948257446,0.035771493546907666,0.007307709867904044,0.03191679222104342,0.10479415768919431
84,-1.6265886918358181,-1.2477044838926066,0.8998482765062995,0.04963172786950093,0.3077665946405867,0.58465118771014,0.03610943170750271,0.006931739621390791,0.033331845704790045,0.10000786768353503
85,-1.6182598562344261,-1.238116470368012,0.899912201192068,0.04789029356881814,0.2937666281409886,0.5860781585392745,0.03739901308132255,0.006572357080269443,0.03185444550953158,0.09986641853237929
86,-1.5861897883207903,-1.237515593352525,0.8974020727302717,0.048332103153528726,0.3038580501857011,0.5856838615044303,0.036122961739159146,0.007349854492096473,0.03482144301676232,0.09659055656874957
87,-1.654295818961185,-1.2386371907980547,0.8974269699791203,0.0522633367623,0.3008493125114752,0.5906202313692673,0.03700214561641864,0.007314152651182983,0.032987742664535406,0.09893545241135618
88,-1.628165014412092,-1.236709958833197,0.8997015978979028,0.04893795939911481,0.3046888879135899,0.5881904149832933,0.03535713763583614,0.007026455344875221,0.03404933027923107,0.10107056505006293
89,-1.6654666092084802,-1.2444869422394296,0.8984623480102291,0.04874714376890789,0.29680873826146126,0.5859240060267241,0.03686235221507757,0.0075751318312857465,0.03393731427216983,0.0995456859793352
90,-1.6683129188807115,-1.2444288277107736,0.8984313101872153,0.04513320085876014,0.3002559460051682,0.5870076566934586,0.03604085073279946,0.007154375279281774,0.033096790657905134,0.10940253281075021
91,-1.6530366190101788,-1.2455415103746497,0.9000832244105961,0.054878925560447184,0.2988680194577445,0.586972924678222,0.03881315277565433,0.007351984406578476,0.03203937959978762,0.09648912485041049
92,-1.6490815424400826,-1.2447440689024718,0.8941433397324189,0.05367880917923606,0.2974660424110682,0.5868108946344127,0.03532059819680517,0.006231930147370566,0.031936334759887795,0.10010880527450987
93,-1.6709967955299045,-1.2465561446936235,0.8973865612693455,0.0447779250047777,0.2977478730937709,0.5891300698985225,0.03614541286926554,0.006689515177403455,0.03370675393987609,0.09717240050920974
94,-1.6886219149050505,-1.2480562951253809,0.8979031715704047,0.050663209358311215,0.30287525397927867,0.5846750490043474,0.03731848872469171,0.007039950497488937,0.033761700119256326,0.10636693567199551
95,-1.7309970739095106,-1.2479982518631478,0.9008440420679424,0.05232570823484465,0.29316752825094305,0.5904485298239667,0.036188424504159586,0.0059856649528702965,0.031023534936020555,0.09621553280917199
96,-1.6826278334078582,-1.2415794380333112,0.899132269880046,0.05205255473518501,0.2980249979249809,0.5906067490577698,0.0382021725906626,0.006777313639126394,0.03233492531327774,0.1089505852078614
97,-1.6974055818889453,-1.246683286583942,0.8966324303461157,0.05243715484950529,0.3010607756998228,0.5867011650748875,0.03676307684256007,0.00730947019410846,0.03344390307472128,0.10472632009212089
98,-1.7467392683029175,-1.2517696800439253,0.898399927045988,0.04633786502982611,0.3034194915190987,0.5862029369758524,0.04024617886170745,0.007350044056732693,0.035947860178092254,0.10398121761239093
99,-1.7731360222982324,-1.245255629653516,0.9020863570596861,0.04885171610943001,0.2971301908078401,0.5880592886520468,0.03716265270486474,0.006924210764143778,0.03334953655164851,0.10413889092919619
100,-1.7497998139132624,-1.249156012483265,0.9012026631313822,0.05001799916119679,0.29492697816180147,0.5875416644241499,0.03897284477463235,0.0075897198302023435,0.03334720503619831,0.10132127692518027
101,-1.7697437250095864,-1.2471662513587787,0.897734390652698,0.050868402812225016,0.29679244335578836,0.5840441487405611,0.03864052100107074,0.007101255590501039,0.03271099352075354,0.10292098270324261
102,-1.747854164113169,-1.2468795517216558,0.8997808435688848,0.05033367652567509,0.2964345208652642,0.5850132140128509,0.03869174470436638,0.007612597698386273,0.03471708925359923,0.10202011603700079
103,-1.7942913304204526,-1.2505754206491553,0.8994526416063309,0.049441322709595704,0.29634497023147083,0.5860624196736709,0.04067432993780012,0.0071202416337378645,0.03302614658099154,0.09925743929393914
104,-1.7950557755387349,-1.248137582903323,0.900822010377179,0.05277736047687738,0.299830650181874,0.5831635238035865,0.03772137052905948,0.0073766602891618795,0.03486020235425752,0.11074634981544121
105,-1.8113297547983087,-1.252267299786858,0.8984441426785096,0.05082128177720891,0.30202570460412814,0.5864999145269394,0.036334407202008624,0.007616889637732959,0.03473602850799975,0.10244889273915601
106,-1.8312140236730161,-1.2435279546872429,0.9031084030866623,0.05153792569636489,0.3010242798406145,0.5874663980110831,0.038552172421275274,0.007350079239467564,0.035214774027142834,0.10269355429741352
107,-1.8086711855038353,-1.2506657709246096,0.8990722143131754,0.04589510706010396,0.30302430413987325,0.587889085645261,0.03800493316805881,0.007287320210193487,0.03391775608305698,0.10230949168781871
108,-1.7946825947450555,-1.2519504816635796,0.8958345411912255,0.05156013449532506,0.29858137359437736,0.5880945033353308,0.040120620685427086,0.007578086806461215,0.03511668035112645,0.10374136544440103
109,-1.8216845224732938,-1.2547582115816034,0.8981849143038625,0.052439139801603946,0.29869711188518483,0.5839250230270884,0.03756276867352426,0.006967205847815975,0.032802372350883874,0.09651587553241331
110,-1.8675787604373435,-1.251056141179541,0.8986437929713208,0.0459054863313213,0.29661410269529925,0.5828254002591838,0.036450798319571695,0.007050799767729704,0.03379908935976741,0.10056568722686042
111,-1.8667939525583517,-1.2484040014121844,0.9051990198052448,0.05277459461079991,0.29488324924655585,0.5818206901135652,0.04024379781406859,0.008124449290335178,0.03565992641708125,0.10476915445178747
112,-1.8702858142230823,-1.250970087621523,0.9024853123270947,0.04960819122219539,0.2954830841525741,0.5919961119475572,0.03798644129267853,0.006770219881613942,0.033398186727224485,0.10019714927867703
113,-1.8662229763424916,-1.257793356543002,0.9033380902331808,0.05001722712515165,0.29264070692917576,0.5888465506874997,0.03822407049491354,0.0074579905789426484,0.033573631753983056,0.1058508084843988
114,-1.87599741116814,-1.2508971509726152,0.8999948832003967,0.052927169523647295,0.29921860150668933,0.5859225424735443,0.038482064644441656,0.007931986125186086,0.03645951543813166,0.09390996886498254
115,-1.866096828294837,-1.2484742377115332,0.8983899218880612,0.054840489968900445,0.2966596521437168,0.5860012497590936,0.0383945161719685,0.007420106163329404,0.03378945613360923,0.10401159010665573
116,-1.9007485547791356,-1.2518928621126257,0.8998957438313443,0.052659334766719,0.2960706965430923,0.5863101890553599,0.037424820576510996,0.006578363392137639,0.03256519652052742,0.09951733348324247
117,-1.9276041945685511,-1.249287274868592,0.8999954591626707,0.04667920156624978,0.29484396557445114,0.584629924400993,0.03794772132380825,0.0074254247035993185,0.03516836994854004,0.1057954551247151
118,-1.916318855855776,-1.251284052496371,0.8991721777812295,0.04934107407968005,0.2936841095595256,0.5849403039268826,0.03851799666881561,0.007289252608366634,0.03467887261396517,0.10498471817244655
119,-1.9259184534135072,-1.2541106343269348,0.8998311161994934,0.051529765584627574,0.2893436923623085,0.5875533657229465,0.03987164520051168,0.00699738919755201,0.03342037283531998,0.10153562518889489
120,-1.9371115979940996,-1.2553312117638795,0.9001790958902111,0.0565823591719179,0.2881721711677054,0.589033036776211,0.03845065417092131,0.006613717576407868,0.03261494835960153,0.10170500462307878
121,-1.938945647167123,-1.2469882187636003,0.8964282066925712,0.054722677227919514,0.2989122966385406,0.584990215042363,0.03620486621461485,0.007321598691582356,0.03462975952045425,0.10490582024921542
122,-1.923310222833053,-1.249758217645728,0.9007820804481921,0.05071581541763052,0.2922619347986968,0.5911331461823505,0.038465017209882324,0.006764351688932789,0.03301434204711214,0.10325235464488683
123,-1.920934595491575,-1.2488133026205974,0.9004828294982081,0.0505395875889403,0.2937372383540091,0.5895526817311412,0.03735937848282249,0.007401915024156156,0.034984333622876715,0.10136867201198703
124,-1.9665829150573066,-1.2467935707258142,0.9062392433052477,0.056993605103343725,0.29601499584058055,0.5874567919451258,0.03586393888310894,0.006867464733026598,0.034798825959391565,0.10320468380561341
125,-1.9607724974984708,-1.246561401564142,0.9031848486350931,0.05189776499553219,0.29617937686650647,0.5860017985105515,0.03838949743658304,0.007577204196106481,0.03549405373632908,0.10165865784106047
126,-1.9579010696514794,-1.2458199910495593,0.8959886282682419,0.05437788657297421,0.29702378987618117,0.5881832170745601,0.03706124959432561,0.007265954420132482,0.03405597358537109,0.10135149315971395
127,-1.9752813266671223,-1.2526640490345333,0.8968388496533685,0.04907231044996044,0.29909271698283113,0.5826865143102148,0.03795954159906377,0.0075064287723406505,0.03476555536136679,0.10224811388584583
128,-1.9745620566865671,-1.2487885874250662,0.8995623284060023,0.057240381153583854,0.28718458861112595,0.5896245118068613,0.038286125854305596,0.00672772621391746,0.034712023668639035,0.10361343435943127
129,-1.9620762091615926,-1.2544353565444117,0.9040008563062419,0.051780058475940124,0.288486228202996,0.5888907106026359,0.0401399500830018,0.007194956789886498,0.03245519316228836,0.10849184765601935
130,-1.9550502598285675,-1.252352292123048,0.894718771395476,0.0481995307010315,0.29538696518410806,0.5849395387846491,0.038686243736225624,0.007538643280935028,0.03612387818081871,0.10195486705102351
131,-1.9831071185029072,-1.246089572491853,0.8974107393751973,0.05352636345702669,0.2940976350851681,0.5870593695536904,0.038692903806171984,0.007491704643420551,0.03410746655224458,0.10195008620781743
132,-1.9621857132600702,-1.2528381101463153,0.9003555560889451,0.05015204606942185,0.2988111891824266,0.5870148183211036,0.03717757133847993,0.0072491386824327965,0.03656490487249001,0.10098975819899984
133,-1.9826505961625471,-1.2417774213396984,0.9022195656662402,0.0534294908258902,0.29255871620515117,0.5901011364615482,0.039108885229443724,0.007165177720193954,0.03524654046834811,0.10689132603938165
134,-1.9775756105132725,-1.2503434445547021,0.9007849460062773,0.05354378752045981,0.2969921555208123,0.5894579433876536,0.04068877586447026,0.0070617548746826206,0.03424748274214242,0.09990264689954727
135,-1.9546641033628713,-1.2525254656439242,0.9015076762956121,0.052182289680628026,0.29582266460942186,0.5864715070828147,0.03822553904889071,0.007182080632723544,0.0351889501022094,0.09797870950854343
136,-1.963324961454972,-1.2532901595468107,0.9009504046129144,0.05652333175480042,0.29648024718398636,0.5862087769352872,0.037758182815235596,0.007459981498591926,0.03492410566009905,0.10735198543609484
137,-2.000106640484022,-1.2495617892431177,0.8984044420978298,0.053979141637682915,0.29502545588690304,0.5875003933906555,0.03722343207134501,0.007383804014155075,0.03427602790053124,0.10028751939535141
138,-1.9441335110560707,-1.2579127666742906,0.8984720739333526,0.050487881374504905,0.2992277547069218,0.5914237427970638,0.03628936039445841,0.006856393964920679,0.03638480125885943,0.10219042302797669
139,-2.007421851158142,-1.249578806369201,0.9018980731134829,0.050781399477273226,0.2918263400054496,0.586113136747609,0.03954897023251523,0.007308516484361304,0.03594836367942069,0.10333036558459634
140,-1.9881599739841793,-1.2520756604878798,0.8952282246040262,0.05045095930361877,0.291408600528603,0.5858139881621236,0.04075229416965791,0.006984482686359273,0.034480597358196974,0.10317450020786213
141,-2.0076519522977914,-1.2495455495689227,0.8987282294294109,0.04922676523742468,0.2931539068079513,0.587503212949504,0.04057106039608303,0.006923821764876661,0.03357016404523798,0.1025469874072334
142,-1.982144401125286,-1.2413220133470453,0.8972879991583202,0.05244679294486085,0.29857437895691913,0.5886701183474582,0.03852017724927029,0.007239206942081775,0.03648354947243048,0.0995643196384544
143,-2.0203431300494983,-1.245698965114096,0.9013319021981695,0.051410456562576735,0.29167310974520183,0.5876637224269949,0.04042292270890396,0.007777153924310013,0.03481261828995269,0.10572314319079337
144,-1.9791171758071235,-1.2536254240118938,0.9024190196524495,0.05068552621599773,0.3016668694174808,0.5900657760060352,0.03782802897141031,0.007535377648942496,0.034981922772915466,0.10224513017127047
145,-1.9825318066970161,-1.2554385998974675,0.9025154521931773,0.05431382526117175,0.2887586666190106,0.585813556028449,0.03692891810129842,0.006773891585433613,0.03325571732231132,0.10357825587625089
146,-2.0062327592269233,-1.2486332007076428,0.8987297389818274,0.05550880442150747,0.2947740128830723,0.5888544878234034,0.03844263659709174,0.0071237556150426035,0.034846499734355704,0.10299368648101455
147,-1.9950929141562919,-1.2429884918358014,0.8990192393893781,0.0499935157030173,0.29963262605926266,0.5842626405798871,0.037113200144275375,0.007302504564311517,0.035368929070461054,0.09980026924091837
148,-1.9851174561873726,-1.2451769618884376,0.8957206192223922,0.04930579310040111,0.297412419286759,0.5865603769602983,0.03802639492989882,0.007829094467603642,0.035964124269135624,0.10048476533721322
